4780
1154	主动	10
1951	主持	3
770	主持人	6
459	主播	3
2932	主要	8
4362	主题	2
207	丽人	3
1679	丽江	2
3162	丽莲年	2
1036	举办	3
3050	举手之劳	9
1743	举报	20
2728	举报电话	4
3436	举行	4
3834	久久	2
4404	久等	2
5212	义勇军	2
3648	义工	3
3824	义无反顾	4
2283	义马市	2
1909	之一	10
4712	之上	2
2336	之内	5
2480	之前	12
2493	之力	3
2173	之后	18
2682	之多	2
2691	之好	2
126	之查	2
652	之死	3
407	之水	2
4953	之间	3
9	乐园	2
698	乐天	59
472	乐山	2
4251	乐山市	2
379	乐平	2
1925	乐平市	2
141	乔任	30
1220	乔布斯	251
5025	乘坐	5
2602	乙醇	12
4786	九个	4
1229	九八年	21
4994	九十	12
3476	九江	5
2008	九辆	2
2306	九零	2
2406	九霄	2
5256	也许	10
869	习惯	3
4945	乡辉泉	2
4764	乡镇	15
5016	书香	2
5294	买不起	6
3202	买来	8
2115	买肉	2
3461	乱砍	4
3852	乳粉	6
1683	乾县	4
3455	了解	29
1267	事业	4
212	事业单位	3
1783	事件	105
174	事儿	12
5033	事务所	2
59	事发	10
306	事后	25
425	事实	20
2151	事急	5
2212	事情	72
2490	事故	39
4192	二中	9
4177	二代	16
656	二十一分	33
47	二十万	12
44	二十三	92
192	二十五分	4
1133	二十八	2
1262	二十分	20
3506	二十四	2
1294	二千万	2
3286	二套	23
3416	二层	9
3488	二年	4
5365	二楼	3
5440	二次	5
3400	二次元	3
4278	二点	118
4829	二级	3
4831	二线	3
4367	二胖	2
2195	于斯为盛	3
5094	于是	3
1054	云南	8
4846	云南省	11
4136	云阳	3
5627	互相	8
2111	互联网	3
2149	五个	17
2148	五中	26
1726	五例	6
1982	五分	14
2036	五十	4
1149	五十多	2
2058	五台山	5
1887	五名	14
4035	五年级	3
1152	五月	2
929	五毛	2
638	五点	2
388	五百	9
4893	五里	9
1042	亡灵	2
3714	交代	23
5513	交查	3
4898	交界	2
4310	交税	6
779	交警	6
490	交通	4
5568	交通事故	15
1148	产业	4
48	产品	17
2272	产权	2
4592	产权证	4
1448	产生	6
3694	亨氏米糊	2
3496	京津塘	4
1176	京珠	2
2079	亲亲	4
2083	亲人	8
2101	亲们	13
2219	亲友	6
4908	亲子鉴定	6
2767	亲属	2
69	亲情	3
4293	亲朋好友	2
862	亲爱	13
4335	人为	2
4508	人事部	2
4316	人人	3
4320	人们	16
4306	人会	2
4296	人伤	2
2088	人体器官	4
5585	人全	2
5480	人口	2
5466	人员	20
1178	人员伤亡	6
5457	人命	4
5346	人因	6
5246	人士	9
5211	人大	33
5194	人妖	18
2538	人家	21
2431	人少	20
4991	人带	8
4943	人开	3
4932	人心	3
765	人心惶惶	5
3514	人性	5
3452	人才	6
3323	人数	80
3297	人早	7
2388	人权	2
3207	人查	7
3194	人案	3
3078	人死	3
3035	人民	162
2117	人民日报	9
342	人民网	2
2901	人潮	2
2229	人物	4
1410	人生	20
3701	人类	7
3540	人群	3
1211	人能	5
4457	人要	5
1505	人贩	2
536	人贩子	35
2850	人造	3
2651	人铺	220
2015	人面桃花	2
677	亿元	3
329	亿多	3
3792	亿计	30
2207	什么	150
2873	什么样	4
2002	什全	3
5360	仅仅	4
2632	今儿	2
2628	今全	8
2247	今天	695
5396	今天上午	1081
2343	今天下午	11
2394	今年	38
647	今日	18
646	今早	4
614	今晚	20
621	今晨	3
575	今朝	2
3655	介入	3
5528	介绍	3
3335	仍为	2
5097	仍然	2
552	从人	10
855	从全	2
4223	从即日起	20
1363	从小	4
1669	从我做起	6
239	从楼	2
2312	从监	15
1443	仓储	3
2080	仓库	15
4337	仔仔	2
4264	他们	125
3101	他命	2
4519	他妈的	3
5195	他杀	5
5225	他查	4
4384	他爸	3
567	付出	4
4816	付款	16
522	付费	2
843	仙女	2
963	仙居	2
1676	仙桃市	3
4706	代替	2
5370	代理	4
241	代表	4
39	代购	8
221	令人	23
2929	以上	42
2928	以下	32
2927	以为	33
4174	以免	36
4208	以内	4
4127	以前	15
4112	以及	9
4054	以后	83
3822	以外	2
3575	以往	2
5198	以暴制暴	2
4588	以来	3
2617	以色列	23
5272	仰望	2
1163	仲裁	15
2732	仲裁庭	11
4970	价值	5
3872	任何	21
3091	任县	2
5291	任性	5
5342	任意	82
4944	任梁	5
4774	任海军	6
1071	任职	12
2886	仿佛	2
4410	企业	8
3905	伊人	2
1050	伍子胥	2
4593	伏虎	4
5058	休息时间	3
5018	众人	5
4102	众尼师	2
4366	众师	2
5243	伙伴	2
5113	会宁县	2
3081	会展中心	2
3538	会拉	35
4939	会拉住	4
1750	会长	41
2426	伟大	3
3341	传乔	4
3744	传出	2
3554	传唱	2
4266	传媒	5
4339	传播	13
5452	传统	2
685	传言	2
658	传说	11
414	传谣	5
34	传递	74
2241	伤亡	14
4578	伤亡人数	10
2067	伤势	31
2108	伤及	2
2106	伤口	11
1767	伤员	4
5252	伤多人	3
1755	伤害	10
1555	伤心	29
437	伤痕	2
1615	伤痕累累	4
436	伤痛	2
5486	伤者	21
3293	估计	17
4955	伴侣	3
4363	伴娘	2
1773	伴郎	2
2437	但是	39
4793	位于	11
569	低洼地	3
1216	住宅	2
5233	住校	2
2369	住校生	4
419	住院	3
3045	体制	2
4643	体罚	3
1182	体质	2
570	体验	2
4229	何以	2
4942	何以堪	2
2866	何况	2
3141	何在	4
5226	何村	3
2167	余姚	3
263	余洼	2
1305	余生	2
3817	余音犹在	2
4980	余香	8
750	作业	2
755	作为	22
531	作品	4
201	作家	3
2713	作揖	3
2477	作案	4
1866	作用	2
2610	作者	7
5325	你们	90
4891	你好	3
4807	你家	5
3612	你查	2
1561	你闻	5
1408	佳人	4
1475	佳佳	3
2620	佳合	4
3142	使用	13
2287	使者	3
1865	使馆	23
1779	依旧	2
2707	依然	4
1649	侵犯	10
5414	便宜	3
3178	便是	2
3519	俊杰	2
2114	保健品	2
1741	保姆	6
1626	保存	2
1666	保守	2
1665	保安	6
1661	保定	4
4301	保定市	4
1480	保山	2
1474	保德	5
1264	保护	47
2334	保护费	11
1286	保持	3
3031	保温车	2
4896	保重	2
184	信全	2
2359	信息	27
3949	信访办	3
3020	信阳	3
4414	信阳市	2
606	俩个	12
3159	俱乐部	3
5384	俺村	2
4771	倒数	3
3199	倔强	2
5158	倪庙	2
5380	值得	12
2162	值钱	4
4452	倾城	11
431	假如	2
2224	假扮	3
91	假新闻	4
2461	假期	2
5395	假消息	3
3932	假装	4
2077	假货	2
1853	偏远	3
1324	做些	3
42	做做	2
77	做出	2
449	做好	37
641	做好事	2
5124	做手术	19
2544	做案	2
4165	做起	2
2666	做过	5
2378	停止	8
1921	停留	5
3592	停车	2
5444	停车位	7
4428	健康	21
1656	偷小一孩	2
4381	偷渡客	23
2576	偷走	21
5354	傲娇	2
4446	傻子	9
3273	傻瓜	2
1502	像是	3
1747	儿子	36
270	儿童	63
3027	儿童医院	2
2439	元于	3
1470	兄弟	3
15	兄弟姐妹	7
2069	充公	2
859	充气	68
482	充电	3
729	兆雅	2
2921	先天性	20
5635	先是	2
4976	先森	2
4772	先生	286
1233	光天化日	4
3034	光头	3
408	光欲堡	2
2068	免签	2
3917	免费	24
3607	兔子	2
1226	兖州	31
4057	党国	3
4927	兜兜	2
1965	入室	2
417	全世界	16
4142	全体	11
4212	全军	3
424	全军覆没	3
3073	全国	110
3113	全城	3
3317	全境	2
3380	全市	13
3386	全年	4
5267	全文	333
5258	全新	2
5099	全是	6
5181	全查	2
4356	全灭	3
4505	全球	17
1240	全身	8
4817	全过程	4
131	全部	94
127	全都	4
233	全面	3
478	全额	4
3219	八一	2
3227	八个	5
578	八公里	3
3795	八卦	8
3256	八月	3
1352	八百万	2
3026	公主	8
3041	公交	38
576	公交车	37
5386	公信力	2
4078	公元	3
4093	公共	2
3203	公务员	3
4200	公司	31
3951	公告	2
3807	公子	5
3835	公安	36
5304	公安分局	2
3453	公安局	56
3111	公安干警	4
68	公安部	4
3674	公布	58
3672	公平	6
3632	公开	8
4905	公报	2
4326	公民	8
4691	公然	4
5442	公益	7
3618	公益活动	2
1275	公道	51
1238	公里	118
2872	六中	7
2900	六人	6
4160	六口	6
4631	六月	2
4512	六桶	2
5583	六点	2
5336	兰兰	3
5049	兰城丽儿	2
5166	兰州	6
5012	关于	20
1381	关在东	2
4391	关心	5
4111	关怀	2
4490	关林镇	3
3558	关注	24
2884	关系	5
5084	关键时刻	3
3477	兴义	3
3610	兴仁	4
1781	兴爷	2
3498	兴趣	11
3789	兴隆	3
1608	其中	41
1581	其他	23
1658	其余	3
2186	其实	24
4605	其芳	5
2549	具体	10
4290	养狗	4
3599	养狗场	9
4566	养生	3
2806	内参	5
2457	内容	9
2257	内幕	2
461	内有	3
49	内涵	3
428	内脏	3
4462	内衣	2
5004	内部	4
601	再也	2
4995	再次	6
2425	再用	2
3221	再说	12
465	写给	8
3143	军事	4
3146	军人	23
4044	军区	3
4813	军方	3
4923	军砣	2
2319	军队	2
2440	农村	28
2766	农民	6
4144	冠军	2
2681	冠县	2
3880	冠宝	2
5450	冤屈	2
4548	冬天	2
336	冰库	2
1659	冰糖	2
3535	冰雨	2
4048	决一死战	4
2302	冷全	2
5009	冷面	8
5321	净水	2
2187	凄凉	5
36	凄惨	2
2819	准备	34
1396	准确	10
280	准考证	79
2871	准考证号	39
3523	凉皮	19
4295	凋谢	2
3543	凌晨	182
3839	减免	9
4472	减招	7
5076	几个	99
5091	几乎	5
5053	几位	2
4814	几倍	32
4870	几十	5
3233	几十个	9
3213	几十人	6
3915	几十年	2
4869	几千	2
3109	几千人	4
3912	几千只	9
2028	几句话	2
4436	几天	31
3156	几岁	4
4407	几年	12
4256	几批	2
3784	几根	2
3368	几百	2
1017	几百个	2
3977	几百人	6
2237	几车	2
2410	凡事	2
3011	凡人	2
1283	凡是	189
973	凤仪	3
429	凤儿	2
422	凤凰	3
1689	凤织	2
753	凯美瑞	4
363	凯迪网	2
2042	凶手	75
1758	凶残	2
2756	出不来	4
1852	出事	3
1848	出于	3
2412	出力	2
2402	出动	8
2561	出卖	2
2345	出去	43
2332	出台	4
2214	出售	7
2865	出境	2
2718	出家	2
2643	出屋	9
2616	出差	3
2	出来	83
579	出殡	277
421	出游	2
902	出现	61
4985	出现意外	2
814	出生	3
5191	出租屋	3
1634	出租车	3
4880	出行	5
4742	出警	2
4587	出轨	4
5034	出门	14
1412	出门在外	4
4311	出门时	4
4912	出面	4
4031	击毙	15
3550	分享	25
2530	分公司	12
1413	分共个	27
3411	分别	2
2936	分开	2
5490	分拣	2
5460	分数	2
5331	分析	3
757	分辨	2
453	分钟	6
3361	切勿	8
3134	刑事	3
4393	刑事责任	2
488	列车	2
5556	刘新	2
5539	刘旭	7
4624	刘明炜	8
5150	刘洋	9
5038	刘雅婷	8
3367	刚刚	62
3424	刚哥	3
189	刚好	2
5439	刚才	12
5526	刚播	2
4865	刚看	5
4503	刚翻	2
4364	创业	6
5213	创业园	2
923	创办人	3
1582	创始人	43
3250	创新	5
4283	初中	7
3809	初中生	3
4299	初二	3
3006	初五	2
3100	初步	3
5287	删除	22
1988	判决	2
2103	判刑	10
1588	判处	5
1083	判断	5
5523	利器	2
3171	利民	2
4169	利用	4
4162	利益	3
3821	别人	18
3272	别全	4
865	别吃西	2
84	别吃魚	50
2877	别墅	7
3161	别带	35
4841	别的	16
842	别说	3
3014	到位	3
4812	到场	3
5582	到处	10
4416	到底	50
4164	到来	4
2365	到达	12
3396	制作	4
1467	刷屏	257
1644	前两天	2
3037	前关	2
3356	前天	18
3421	前往	3
5174	前来	11
1723	前段时间	2
1296	前进	3
2236	剧烈	2
960	剩一	2
958	剩下	2
4183	副处	3
2452	力挽狂澜	2
1995	力查	2
1717	力气	37
3182	劝说	3
4776	办事	3
252	办事处	2
3220	办公室	3
5388	办公楼	18
3478	办法	6
3816	办理	5
144	功夫	2
5037	功德无量	4
1994	加多宝	9
808	加州	3
739	加强	2
1541	加油	5
2268	加油站	12
4271	加速	2
3391	务必	3
3866	动动	5
4492	动态	2
4570	动手	29
5260	动物	16
4952	动用	2
476	动车	2
1184	助力	2
2765	助理	3
3796	努力	10
2141	勇士	3
636	勇敢	4
5141	勒索	16
4981	勘察	9
4652	募捐	2
296	包下	21
1330	包围	2
860	包子	2
975	包庇	50
1860	包括	19
2874	包裹	2
3105	包赔	2
3947	包里	20
1718	化妆品	3
1245	化学	2
2397	化工厂	4
1387	化隆县	2
272	北京	144
5202	北京地区	77
4946	北京市	3
783	北大	4
4243	北大清华	25
4329	北大考	3
4633	北大街	10
2004	北方	2
2320	北流市	2
2218	北站	3
3097	北路	5
3172	北辰	3
4155	北镇	12
3552	北风	2
4239	匹诺	5
1271	区别	2
4529	区和馨	2
1089	区域	5
2702	医学	2
737	医学奖	3
831	医生	205
811	医疗	33
4992	医院	342
1593	十一	6
1170	十一二	2
390	十一岁	2
1594	十七	2
1595	十三	5
4913	十三名	5
5521	十三套	2
1603	十个	3
168	十二个	2
2739	十二点	9
1574	十五	6
2043	十五个	4
3456	十八周岁	2
4227	十六名	4
4201	十几个	9
2414	十几亿	2
3191	十几块	2
2531	十分	4
2689	十四	4
1740	十四岁	2
2729	十多个	18
1716	十多名	2
2105	十多岁	3
2594	十字街	21
2415	十岁	33
2353	十年	2
2125	千万	21
5533	千万别	107
588	千万千万	2
1953	千刀	11
1719	千多	3
376	千百	38
1906	千百个	255
2671	千真万确	15
345	千秋	2
4220	升到	2
2420	升华	2
3725	升天	2
3569	午休	3
4964	午托	14
458	午间	3
3776	半个	4
2971	半夜	4
5561	半数	2
1986	华人	2
713	华南农业大学	3
2951	华城	4
4055	华宏	4
2714	华庭	5
1258	华纳	2
1310	华美	2
1960	协会	3
1081	协和医院	9
4883	协调	2
3327	单位	2
4858	单次	4
5250	单独	10
13	单薄	6
495	单身	5
931	卖淫	2
1349	卖狗肉	4
5435	卖菜	3
2501	南京	29
4827	南京市	2
1766	南关	12
1884	南口	9
2109	南园	2
2827	南堡	11
1517	南宁	16
4910	南宁人	2
5603	南宁市	17
1688	南张	3
1268	南方	3
3419	南方周末	2
1380	南昌	5
882	南浔	6
887	南海	20
617	南瓜	2
161	南站	7
4641	南通	4
4659	南部	3
795	南部县	4
4765	南门	8
3284	南阳市	2
5512	南陵县	4
4332	南风	2
4233	博士	3
4347	博文	19
1937	博白	7
1910	博白县	2
288	卜卜米	2
2025	卡住	3
2637	卡多张	62
4759	卧槽	2
4689	卫星	2
5355	卫生	2
229	卫视	2
4961	印度	2
1667	印记	2
4722	危化品	6
3425	危房	3
2564	危险	69
1863	危险品	13
594	即便	6
1345	即将	17
2446	却说	2
2022	卷尺	2
3446	厂家	2
3797	厉害	5
872	压制	3
853	压力	6
1843	压根	2
2382	厚诚	2
3371	原因	26
5314	原文	2
4205	原来	18
978	原来如此	2
4968	原由	9
816	原车	2
500	原阳	2
1167	原阳县	2
3215	去世	318
3899	去年	7
435	去过	3
2988	县城	25
3407	县委	67
2340	参与	209
890	参加	11
1793	及后	8
1097	及时	7
858	及时发现	35
2678	友人	2
812	友情	5
4746	双层	2
3630	双手	2
3793	双方	4
3897	双桥	2
2170	双腿	5
2408	反对	3
2152	反应	3
356	反映	13
785	反美	6
4834	反而	2
4067	发了	2
3076	发出	10
3263	发展	19
1744	发工资	2
3012	发布	20
2983	发布会	2
3635	发微博	5
5145	发怒	5
5190	发挥	2
5023	发来	2
1564	发水大	2
4485	发烧	3
4515	发现	46
4281	发生	265
3276	发生爆炸	17
4736	发给	2
1287	发表	19
1266	发觉	7
1375	发言	20
1051	发货	2
1161	发达	2
224	发送	6
2952	发送至	5
2395	叔叔	9
534	取出	4
1627	取缔	9
3611	取证	6
3876	取走	2
3935	受伤	41
3114	受到	4
1416	受害人	5
4871	受害者	5
3242	受强	9
4268	受得了	4
4403	受理	4
689	变成	5
4027	口中	2
3168	口号	4
2890	口味	3
5327	口水	8
4721	口罩	9
1232	口袋	2
1073	口香糖	3
2393	古月	2
3652	古老	3
3301	古风	4
2128	另一头	2
2833	另外	8
1873	叨叨	2
4117	只会	3
1714	只发	2
947	只想	4
1033	只报	3
5028	只是	35
806	只有	41
1109	只求	11
5175	只能	19
5501	只要	37
5434	叫做	238
5537	叫嚣	4
5019	叫奇	2
5031	叫好	2
3137	叫小航	2
5557	召集	3
5109	可乐	4
5137	可以	95
4681	可信度	2
4670	可口	13
3266	可口可乐	121
4666	可可	3
4000	可怕	17
3998	可怜	30
4013	可恨	2
1358	可恶	5
1417	可悲	2
4029	可惜	2
4084	可是	13
3204	可爱	12
2916	可笑	3
2635	可能	56
2291	可见	3
2013	可靠	4
1550	可香	4
4750	台州	68
4417	台德系	3
4935	台网	3
411	叶子	4
4594	号码	35
378	司令员	3
130	司机	36
2070	吃喝玩乐	5
2864	吃完饭	2
1072	吃惊	19
563	吃瓜	2
5159	吃货	8
2171	各个	17
2135	各位	56
3449	各位朋友	17
1769	各地	8
1678	各大	3
1068	各村	2
295	各种	5
86	各级	3
3715	合一	2
3218	合力	4
3056	合并	2
4832	合理	2
1169	合肥	22
454	合适	8
3362	合隆	4
5068	吉县	12
561	吉娃娃	9
3177	吉林	7
1362	吉林市	7
2499	吉林省	19
2318	同一个	2
3806	同事	5
1489	同伙	2
3102	同学	35
2245	同心	8
2246	同志	21
542	同意	7
392	同时	11
219	同样	9
275	同步	5
4825	同胞	7
4884	同舟	5
2775	名下	6
2770	名为	4
2763	名义	2
4216	名人	4
1430	名单	2
1404	名叫	5
1790	名字	434
1956	后事	23
1958	后于	2
2181	后台	2
2657	后天	49
103	后悔	4
258	后来	7
226	后果	4
5178	后面	17
3870	吐鲁番	3
2449	向日葵	3
5359	向着	2
1082	向阳	2
3319	吓人	8
1777	吕路	2
2385	吖頭	2
3491	否则	2
4026	含有	12
3520	含砷量	2
5265	听到	10
2055	听说	18
4885	启事	2
5069	启动	3
3942	启示	10
5400	吴家山	2
1529	吴梦月	4
4154	吴鸣	2
3868	吹到	5
4274	吹散	2
53	呆呆	2
2859	告查	2
1335	告知	7
3686	告诉	326
2044	告诉您	70
5617	呕全	2
995	呕吐	4
4700	员工	23
1024	周周	2
946	周围	32
309	周孝正	21
1397	周海明	9
5545	周边	8
3803	周集	2
5546	味道	3
2097	呵呵	16
2434	呼吁	13
4697	呼市	2
1752	命令	6
81	命案	3
1276	和县	2
821	和尚	64
738	和平	9
2989	和谐	2
4449	咕咕	2
1722	咖啡	3
2478	咨询电话	13
1915	咱们	2
52	咸阳市	4
4872	哀悼	4
1415	品牌	5
5312	哈哈	4
5350	哈哈哈	2
4860	哈哈哈哈	2
169	哑巴	2
1112	哥哥	5
5472	哪个	6
5499	哪些	2
5530	哪位	2
3629	哪怕	5
3770	哪来	7
1563	哪里	18
726	唐家	2
1021	唐山	10
305	唐山大	2
264	唐山市	14
4370	唠嗑	2
1455	售票	2
1892	唯一	16
4878	唱歌	3
4095	商丘	2
4096	商业	2
4118	商人	11
2684	商品房	2
3098	商场	5
3106	商城	3
2694	商城县	2
3285	商家	7
5602	商洛	2
1139	商议	23
2184	喂饭	3
4788	善事	2
5479	善心	8
2980	善意	10
1473	善良	56
5567	喉舌	2
3275	喜欢	12
3254	喝加	9
5497	喝有	3
613	喝雪	7
2244	嗑瓜子	2
5527	嘉宾	2
5351	嘟嘟	2
1967	嘴里	4
4528	嘻嘻	2
1064	器全	2
820	器官	363
3291	嚣张	3
3287	四个	64
3264	四人	2
3832	四全	15
3794	四到	32
3315	四十分钟	3
1078	四十多	77
906	四十多岁	5
3721	四口	6
589	四叶草	2
4564	四家子	17
4052	四岁	12
3997	四川	72
4175	四川省	43
4309	四月	3
4282	四查	2
5255	四点	33
2071	四百多	3
893	回去	2
792	回国	2
1322	回复	8
2358	回头	2
1247	回家	24
1113	回应	8
1085	回忆	8
1418	回来	9
2686	回答	7
2986	因为	127
4241	因区	2
3920	因吃	29
4636	因无	9
4571	因此	5
4576	因死	4
2922	团伙	25
1057	团队	6
802	园林	4
3472	困难	2
1897	围攻	2
3487	围脖	4
3118	围观	19
3502	国人	41
3485	国会	2
3549	国内	9
2506	国内外	3
3921	国外	14
4003	国安	2
3993	国家	72
1515	国家旅游局	2
4217	国度	2
4527	国服	2
4648	国检	2
4810	国民	4
683	国民素质	3
5555	国籍	2
562	国贸	3
793	国道	2
1048	国际	10
1108	国风	4
4971	图书	2
3968	图二是	2
3427	图片	13
2220	圈养	2
2303	圈圈	2
5050	圈里	5
4004	團長	2
1468	土匪	5
1992	土平	2
16	土狗	9
5588	土豆	3
913	在乎	2
959	在于	2
615	在国	9
548	在场	2
114	在外	10
41	在家	6
2611	在意	2
1660	在线	10
2072	在编人员	2
3187	地上	5
3188	地下	4
3183	地价	2
3945	地全	2
4022	地区	99
5615	地址	28
1844	地带	4
3842	地形	2
4747	地方	70
4345	地桩	2
3494	地毯	2
5338	地点	20
